id,budget_cheap,budget_reasonable,budget_expensive,priority_food,priority_drink,priority_atmosphere,priority_speed,can_alone,cannot_alone,shop_name,genre,reservation,reservation_availability,address,transportation,bussiness_hours,regular_holiday,budget_from_user,budget_from_user_night_min,budget_from_user_night_max,budget_from_user_lunch_min,budget_from_user_lunch_max,budget_from_shop,budget_from_shop_night_min,budget_from_shop_night_max,budget_from_shop_lunch_min,budget_from_shop_lunch_max,card,capacity,capacity_number,private_room,parking,facility,mobile_phone,scene,service,1st_poster,last_poster,reserved,smoking,drinking,cuisine,location,HP,official_account,opening_date,contact,remark,child_accompanied,charge,course,free_drink_course,related_store,link,tel,dress_code,id,latitude,longitude,genre_oaiso,URL,genre_oaiso_s
92,0,3,0,3,0,0,0,2,1,アレッグロ ピアット,パスタ、イタリアン、シチュー,no data,予約可,東京都品川区大井2-22-12,JR京浜東北線大井町駅から徒歩9分(650m)、JR横須賀線西大井駅から徒歩10分(800m)。光学通り沿いにあります。下神明駅から620m,[ランチタイム]水～土12:00～14:00(L.O.13:30)[ディナータイム]火～日・祝日18:00～23:00(L.O.21:30)※ラストオーダー時にお客様がいらっしゃらない場合はクローズとさせていただいております。お電話くださればお待ちしております。ランチ営業、夜10時以降入店可、日曜営業,月曜日(月曜日祝日の場合は営業),"[夜]￥4,000～￥4,999[昼]～￥999",4000,4999,0,999,"[夜]￥3,000～￥3,999[昼]～￥999",3000,3999,0,999,不可,30席（カウンター4席、5テーブル、個室あり）,30,有（6人可）店内奥に4～6名様に最適な個室がございます。小さなお子様連れのお客様には優先的にご案内させていただいております。,無近隣にコインパーキングあり,落ち着いた空間、席が広い、カウンター席あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜一人で入りやすい｜知人・友人と,子供可,milanokonekochan!（151）,no data,可（20人以下可）,分煙ランチタイム禁煙、ディナータイム分煙(カウンター席),ワインあり、カクテルあり,no data,隠れ家レストラン,no data,https://www.facebook.com/%E3%82%A2%E3%83%AC%E3%83%83%E3%82%B0%E3%83%AD%E3%83%94%E3%82%A2%E3%83%83%E3%83%88-Allegro-Piatto-1317854864965348/,2003年4月28日,no data,シェフ1名でお作りしているため、提供にお時間がかかる場合がございます。当店では1品ずつお取り分けいただき、皆様で色々なお料理をお楽しみいただくのをお勧めしております。,個室のお席をご案内させていただいておりますので、ご予約をお勧めしております。,サービス料・チャージ料なし,3000円～4000円のコース、4000円～5000円のコース、5000円～8000円のコース,no data,no data,no data,no data,no data,92,35.6038184,139.7292253,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13009684/,イタリアン
94,3,0,0,0,1.8,0,2.4,3,0,晩杯屋 大井町店,立ち飲み居酒屋・バー,no data,予約不可,東京都品川区東大井5-3-5,各線大井町駅より徒歩2～3分大井町駅から120m,[月～金]15：00～23：30[土日祝]13：00～23：30夜10時以降入店可、日曜営業,無休,"[夜]￥1,000～￥1,999[昼]￥1,000～￥1,999",1000,1999,1000,1999,no data,,,,,不可,（一階は立ち飲み、二階はテーブル席４０席）,,無,無,カウンター席あり,docomo、au、SoftBank、Y!mobile,一人で入りやすい｜知人・友人と,no data,まっぱぁ（959）,ゴリライモ（6）...店舗情報（'15/11/1018:58）samasamaのココロ（2047）...店舗情報（'15/08/2308:10）編集履歴を詳しく見る,不可,全面喫煙可,日本酒あり、焼酎あり、ワインあり,no data,no data,http://active-source.co.jp/index.html,no data,2012年3月26日,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,94,35.6075153,139.7358553,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13141388/,立ち飲み居酒屋・バー
95,3,0,0,3,0,0,0,2,1,クルン・サイアム 大井町店,タイ料理、タイカレー,no data,予約可,東京都品川区東大井5-1-14K-52,JR京浜東北線、りんかい線、東急大井町線大井町駅大井町駅から169m,ランチ　11:30～15:00(L.O.14:30）ディナー　17:00～23:00（L.O.22:00）ランチ営業、日曜営業,不定休日,"[夜]￥2,000～￥2,999[昼]￥1,000～￥1,999",2000,2999,1000,1999,no data,,,,,可（JCB、VISA）,55席（テーブル4人席×7、2人席×4、カウンター9席、個室6人席、4人席）,55,有（4人可、6人可）,無近隣にコインパーキングあり,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、ソファー席あり,SoftBank、docomo、au,家族・子供と｜知人・友人と,子供可、テイクアウト,クン・プー（673）,KOKOKO（3287）...店舗情報（'14/04/1209:29）masaheko（35）...店舗情報（'13/12/3102:15）編集履歴を詳しく見る,可,全面喫煙可ランチの時間帯は禁煙（個室席は終日禁煙）,焼酎あり、ワインあり、カクテルあり,野菜料理にこだわる、健康・美容メニューあり,一軒家レストラン,http://www.krungsiam.info/,no data,2013年8月29日,no data,no data,no data,なし,3000円以下のコース、3000円～4000円のコース,飲み放題、3000円以下の飲み放題コース,no data,no data,no data,なし,95,35.6081646,139.7362432,アジア・エスニック、中華料理,https://tabelog.com/tokyo/A1315/A131501/13159837/,タイ料理
97,0,0,3,3,0,0.4,0,0,3,やきにく 萬舌,焼肉、ホルモン、牛タン,no data,予約可,東京都品川区東大井5-15-1大里ビル1F,各線大井町駅より徒歩1分（アーケード街の中なので、ほとんど雨にも濡れません）大井町駅から137m,夜【火～金】18:00～25:00(LO24:30)　【土日祝】17:00～23:30(LO22:30)※おきまりコースをご利用の方は21:00までにご来店ください。※金・土曜日・祝前日のお席の利用は2時間半とさせていただきます。夜10時以降入店可、夜12時以降入店可、日曜営業,月曜（祝日の場合は翌火曜休み）,"[夜]￥6,000～￥7,999[昼]￥1,000～￥1,999",6000,7999,1000,1999,"[夜]￥5,000～￥5,999",5000,5999,,,可（VISA、MASTER、JCB、AMEX）,34席（1階12席/2階22席）,34,無,無,オシャレな空間、落ち着いた空間、ソファー席あり,au、docomo、SoftBank、Y!mobile,デート｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、ドリンク持込可,viva*viva（3）,no data,可（20人以下可）,全面喫煙可,焼酎あり、ワインあり,no data,隠れ家レストラン、一軒家レストラン,http://gyutan.tokyo/,no data,2015年4月6日,no data,貸切は10名様よりお願いいたします。,no data,なし,5000円～8000円のコース,no data,no data,no data,03-6712-8809,no data,97,35.607179,139.735964,焼肉・ホルモン・鍋,https://tabelog.com/tokyo/A1315/A131501/13116893/,焼肉
98,0,3,0,0.4,1.4,2,0,0,3,食彩　市,魚介料理・海鮮料理、鍋（その他）、懐石・会席料理,no data,予約可,東京都品川区東大井6-1-5桐木ハイツ1F,JR大井町駅から徒歩3分大井町駅から336m,ランチ　11：30～2：00（L.O.1：30）ディナー　17：00～0：00（L.O.23：00）※ランチのみ土・日・祝はお休みランチ営業、夜10時以降入店可,日曜日,"[夜]￥4,000～￥4,999",4000,4999,,,"[夜]￥4,000～￥4,999[昼]～￥999",4000,4999,0,999,可（VISA、MASTER、JCB、AMEX、Diners）,27席（カウンタ－7席、テーブル6席、個室2部屋6席・8席）,27,有（4人可、6人可、8人可、10～20人可）,無,落ち着いた空間、カウンター席あり、座敷あり、掘りごたつあり,no data,家族・子供と｜知人・友人と,2時間半以上の宴会可、子供可,。ラム。（980）,no data,可（20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる,野菜料理にこだわる、魚料理にこだわる,隠れ家レストラン,http://syokusaiichi.jp/,no data,2008年11月5日,no data,Wi-Fi環境：あり,no data,no data,3000円～4000円のコース、5000円～8000円のコース,4000円～5000円の飲み放題コース,no data,no data,03-6404-9910,no data,98,35.6045858,139.734926,高級和食,https://tabelog.com/tokyo/A1315/A131501/13098889/,魚介料理・海鮮料理
100,3,0,0,3,0,0,0.4,2,1,香楽,中華料理,no data,,東京都品川区大井1-15-3,大井町駅から322m,11:30～14:0017:00～22:00,日曜日,"[夜]￥2,000～￥2,999[昼]～￥999",2000,2999,0,999,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,はらへり呑んべぇ（387）,no data,no data,全面喫煙可11:30～14:00まで完全禁煙,no data,no data,no data,no data,no data,2015年3月2日,no data,香楽飯店からのリニューアルオープン,no data,no data,no data,no data,香楽の店舗一覧を見る,no data,no data,no data,100,35.607743,139.7309889,アジア・エスニック、中華料理,https://tabelog.com/tokyo/A1315/A131501/13179663/,中華料理
113,0,3,0,2.4,0,1.8,0,0,3,燻製キッチン,ダイニングバー、ビストロ、イタリアン,no data,予約可混雑時、予約時間から2時間半の時間制を取らせて頂く場合がございますのでご了承ください。姉妹店麻布十番燻製アパートメント別邸　0367220578三軒茶屋燻製201号室　　　　　　0354315138大門燻製ダイニングＯＪＩＪＩ　0364590307こちらも是非ご利用下さい。,東京都品川区大井3-4-8,大井町駅西口を出て大井町阪急を過ぎて左折。そのまま直進してファミリーマートの奥に看板有り。徒歩5分大井町駅から514m,【月～土】　18:00～翌1:00(L.O.24:00)【祝日、日】　17:00～24:00(L.O23:00)夜10時以降入店可、日曜営業,不定休　9/3～5は定休日となります。,"[夜]￥4,000～￥4,999",4000,4999,,,"[夜]￥5,000～￥5,999",5000,5999,,,可（VISA、MASTER、JCB、AMEX）,25席（貸切をご希望の際は、店舗にお電話にてお問い合わせください。）,25,無,無近隣にコインパーキングあり,オシャレな空間、落ち着いた空間、カップルシートあり、カウンター席あり、ソファー席あり、座敷あり,no data,女子会｜大人数の宴会｜知人・友人と,2時間半以上の宴会可、テイクアウト,funie（0）,no data,可,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり,no data,隠れ家レストラン,http://span-co.jp/,no data,2008年6月18日,no data,no data,未成年のお客様はお断りさせて頂いております。,お通し代として300円　お通しはナッツの燻製です。,5000円～8000円のコース,飲み放題,no data,no data,03-5742-6172,no data,113,35.6033102,139.7322696,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13060616/,ダイニングバー
114,0,3,0,2.4,1.8,0,0,2,1,豚のいろ葉,居酒屋、豚料理、焼肉,no data,予約可,東京都品川区東大井5-4-14,JＲ京浜東北線大井町駅東口徒歩2分東急大井町線大井町駅徒歩2分大井町駅から155m,【月～金】16:00～24:00（L.O.23:00、ドリンクL.O.23:30）【土・日・祝日】12:00～22:00（L.O.21:00、ドリンクL.O.21:30）ランチ営業、夜10時以降入店可、日曜営業,無,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999[昼]￥2,000～￥2,999",3000,3999,2000,2999,可（VISA、MASTER、JCB、AMEX、Diners）,42席,42,無フロア貸切可は、20名様〜承ります！,無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり,docomo、au、SoftBank、Y!mobile,家族・子供と,2時間半以上の宴会可、お祝い・サプライズ可、子供可,イノガシラゴロ～（700）,no data,可（20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,no data,隠れ家レストラン、一軒家レストラン,http://stoves-market.net/,https://www.facebook.com/豚のいろ葉-1302779626407180/?fref=tshttps://www.instagram.com/buta__iroha,2016年10月31日,no data,no data,no data,no data,3000円以下のコース、3000円～4000円のコース、4000円～5000円のコース,飲み放題、3000円以下の飲み放題コース、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース、3時間以上の飲み放題コース,no data,no data,03-3474-8822,no data,114,35.6075487,139.7362442,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13201908/,居酒屋
117,3,0,0,1,2,0,0.4,3,0,鳥仙,焼鳥,no data,予約可,東京都品川区東大井6-2-3-104,大井町駅から307m,17:00～23:00夜10時以降入店可,日曜日,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,不可,10席（カウンター１０席）,10,無,無,カウンター席あり,Y!mobile,一人で入りやすい｜知人・友人と,no data,龍馬の子孫？（419）,龍馬の子孫？（419）...店舗情報（'13/06/1200:00）編集履歴を詳しく見る,不可,全面喫煙可,日本酒あり、焼酎あり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,117,35.6048518,139.7351999,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13065465/,焼鳥
124,0,3,0,0.8,3,0,0,1,2,魚菜 由良 2号店,割烹・小料理、魚介料理・海鮮料理,no data,予約可,東京都品川区大井1-15-1,京浜東北線大井町駅より徒歩6分大井町駅から353m,17:30～23:30(L.O.23:00)夜10時以降入店可、日曜営業,祝日,"[夜]￥5,000～￥5,999",5000,5999,,,no data,,,,,可（MASTER、VISA）,26席（1階カウンター6席、2階テーブル20席程度）,26,無,無,no data,SoftBank、docomo、au、Y!mobile,知人・友人と,no data,忍魂麺道（22）,da6vw（0）...店舗情報（'17/07/2815:16）akuy.587（0）...店舗情報（'16/09/0412:20）編集履歴を詳しく見る,可,完全禁煙,日本酒あり、焼酎あり,no data,no data,http://www.ooimachiyura.jp/,no data,no data,no data,no data,no data,no data,no data,飲み放題,no data,no data,no data,no data,124,35.607804,139.7305917,高級和食,https://tabelog.com/tokyo/A1315/A131501/13176008/,魚介料理・海鮮料理
125,0,3,0,3,0,0,0.4,2,1,グリルハウス バンフ,ステーキ、ハンバーグ、鉄板焼き,no data,,東京都品川区大井1-24-4大井町センタービル1F,ＪＲ京浜東北線大井町駅　徒歩５分大井町駅から234m,月～土18:00～翌0:00(L.O.23:00)夜10時以降入店可,日・祝,"[夜]￥3,000～￥3,999",3000,3999,,,no data,,,,,no data,15席,15,no data,no data,no data,docomo、au,知人・友人と,no data,ディアホーン（6）,ぶぶよにん（6）...店舗情報（'15/10/2021:42）amnos嵐（37）...店舗情報（'15/05/2704:43）編集履歴を詳しく見る,no data,全面喫煙可,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,125,35.6058889,139.732671,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13003383/,ステーキ
